accuracy,loss,val_accuracy,val_loss,learning_rate,phase
0.39819836616516113,1.5102388858795166,0.5277088284492493,1.196972370147705,0.0010000000474974513,warmup
0.4687930941581726,1.3140143156051636,0.5210918188095093,1.190016269683838,0.0010000000474974513,warmup
0.48717713356018066,1.2835434675216675,0.5165426135063171,1.2041432857513428,0.0010000000474974513,warmup
0.48749884963035583,1.2819105386734009,0.5413565039634705,1.1731889247894287,0.0010000000474974513,warmup
0.48501700162887573,1.282578945159912,0.5264681577682495,1.204097867012024,0.0010000000474974513,warmup
0.4844195246696472,1.28128981590271,0.5268816947937012,1.174774169921875,0.0010000000474974513,warmup
0.4990808069705963,1.2491328716278076,0.5578991174697876,1.1420226097106934,0.0005000000237487257,warmup
0.5005055665969849,1.2342549562454224,0.5554177165031433,1.1415306329727173,0.0005000000237487257,warmup
0.5065263509750366,1.234083652496338,0.5504549145698547,1.1354279518127441,0.0005000000237487257,warmup
0.5053313970565796,1.2310807704925537,0.5545905828475952,1.151419758796692,0.0005000000237487257,warmup
0.5441216826438904,1.1606215238571167,0.41728702187538147,2.5205860137939453,9.999999747378752e-05,finetune
0.6183932423591614,0.9806554913520813,0.5136476159095764,1.6409319639205933,9.999999747378752e-05,finetune
0.6517143249511719,0.901064395904541,0.6062861680984497,1.0671206712722778,9.999999747378752e-05,finetune
0.6727181077003479,0.8451433181762695,0.5814722776412964,1.1593607664108276,9.999999747378752e-05,finetune
0.6953763961791992,0.7944851517677307,0.6517783403396606,0.9086243510246277,9.999999747378752e-05,finetune
0.7115543484687805,0.7540372014045715,0.6749379634857178,0.8451358079910278,9.999999747378752e-05,finetune
0.7263994812965393,0.7137513160705566,0.6596360802650452,0.8829243779182434,9.999999747378752e-05,finetune
0.7401415705680847,0.6779018044471741,0.6724565625190735,0.8754898905754089,9.999999747378752e-05,finetune
0.7531023025512695,0.6429908275604248,0.684036374092102,0.8384872078895569,9.999999747378752e-05,finetune
0.7645463943481445,0.6151071190834045,0.6865177750587463,0.8721714019775391,9.999999747378752e-05,finetune
0.7735545635223389,0.5870444178581238,0.6621174812316895,0.927788496017456,9.999999747378752e-05,finetune
0.785504162311554,0.5649724006652832,0.6703887581825256,0.9024690389633179,9.999999747378752e-05,finetune
0.8096332550048828,0.5041151642799377,0.6885855793952942,0.8353717923164368,4.999999873689376e-05,finetune
0.8201121687889099,0.47684529423713684,0.6856906414031982,0.8565424680709839,4.999999873689376e-05,finetune
0.8231455087661743,0.46192052960395813,0.6976840496063232,0.8586709499359131,4.999999873689376e-05,finetune
0.8257192969322205,0.4538045823574066,0.6972704529762268,0.8719549775123596,4.999999873689376e-05,finetune
0.8424028158187866,0.42466554045677185,0.692307710647583,0.8498431444168091,2.499999936844688e-05,finetune
0.8460336327552795,0.4108045697212219,0.6898263096809387,0.8798529505729675,2.499999936844688e-05,finetune
