accuracy,loss,val_accuracy,val_loss,learning_rate,phase
0.5133284330368042,1.2294995784759521,0.3366418480873108,2.806997537612915,9.999999747378752e-05,finetune
0.6148083209991455,0.9943132400512695,0.4958643615245819,1.6835366487503052,9.999999747378752e-05,finetune
0.6512547135353088,0.9111618995666504,0.5988420248031616,1.0954487323760986,9.999999747378752e-05,finetune
0.6710635423660278,0.857374906539917,0.6526054739952087,0.9257691502571106,9.999999747378752e-05,finetune
0.6906884908676147,0.8020813465118408,0.6658395528793335,0.8785525560379028,9.999999747378752e-05,finetune
0.7127493619918823,0.759709894657135,0.683209240436554,0.8538473844528198,9.999999747378752e-05,finetune
0.7281919121742249,0.71079021692276,0.6749379634857178,0.8477418422698975,9.999999747378752e-05,finetune
0.741750180721283,0.6806977987289429,0.6794871687889099,0.8553096055984497,9.999999747378752e-05,finetune
0.7543891668319702,0.6480540633201599,0.6596360802650452,0.9129762053489685,9.999999747378752e-05,finetune
0.7660630345344543,0.6100486516952515,0.6856906414031982,0.8506333827972412,9.999999747378752e-05,finetune
0.7876642942428589,0.5567649602890015,0.6927212476730347,0.8347951769828796,4.999999873689376e-05,finetune
0.7978214621543884,0.5370080471038818,0.6885855793952942,0.8493072986602783,4.999999873689376e-05,finetune
0.8038422465324402,0.5135145783424377,0.6699751615524292,0.8979936242103577,4.999999873689376e-05,finetune
0.8093574643135071,0.5038726329803467,0.6906534433364868,0.8525753021240234,4.999999873689376e-05,finetune
0.8240187764167786,0.4688611328601837,0.6943755149841309,0.8470843434333801,2.499999936844688e-05,finetune
0.8276955485343933,0.4633024334907532,0.6906534433364868,0.8665871620178223,2.499999936844688e-05,finetune
0.8294879794120789,0.45534229278564453,0.692307710647583,0.868276059627533,2.499999936844688e-05,finetune
0.8326132893562317,0.4404107928276062,0.6902398467063904,0.8743332028388977,1.249999968422344e-05,finetune
0.8390017747879028,0.424464613199234,0.6956161856651306,0.878746509552002,1.249999968422344e-05,finetune
0.8380365967750549,0.4265172779560089,0.6935483813285828,0.8871913552284241,1.249999968422344e-05,finetune
0.844241201877594,0.41845571994781494,0.6935483813285828,0.8860766887664795,6.24999984211172e-06,finetune
0.8421729803085327,0.42041727900505066,0.692307710647583,0.8883101940155029,6.24999984211172e-06,finetune
0.8472285866737366,0.410245418548584,0.6906534433364868,0.8906210660934448,6.24999984211172e-06,finetune
0.8467230200767517,0.40699905157089233,0.6918941140174866,0.8897578120231628,3.12499992105586e-06,finetune
